id,word,domain,type,tier,language,nsm_prime_ref,nsm_prime_group,position
1387,flow,action,verb,2,ENU,move,ACTIONS_EVENTS_MOVEMENT,9
191,folks,entity,noun,2,ENU,people,SUBSTANTIVES,2
1719,following,temporal,verb,2,ENU,after,TIME,3
244,form,entity,noun,2,ENU,body,SUBSTANTIVES,6
1688,formerly,temporal,adverb,2,ENU,before,TIME,4
1456,found,existence,other,2,ENU,there is,LOCATION_EXISTENCE,5
330,fraction,relation,noun,2,ENU,part,RELATIONAL_SUBSTANTIVES,9
328,fragment,relation,noun,2,ENU,part,RELATIONAL_SUBSTANTIVES,7
248,frame,entity,noun,2,ENU,body,SUBSTANTIVES,10
566,full,quantity,determiner,2,ENU,all,QUANTIFIERS,7
2346,further,degree,adverb,2,ENU,more,INTENSIFIER_AUGMENTOR,3
1721,future,temporal,other,2,ENU,after,TIME,5
1099,gaze,cognition,verb,2,ENU,see,MENTAL_PREDICATES,10
284,genre,relation,noun,2,ENU,kind,RELATIONAL_SUBSTANTIVES,5
1264,genuine,communication,verb,2,ENU,true,SPEECH,5
760,gigantic,property,adjective,2,ENU,big,DESCRIPTORS,8
2119,grasp,spatial,other,2,ENU,touch,SPACE,7
754,great,property,adjective,2,ENU,big,DESCRIPTORS,2
2347,greater,degree,adverb,2,ENU,more,INTENSIFIER_AUGMENTOR,4
2313,greatly,degree,adverb,2,ENU,very,INTENSIFIER_AUGMENTOR,4
2248,grounds,logic,conjunction,2,ENU,because,LOGICAL_CONCEPTS,7
633,handful,quantity,adjective,2,ENU,little few,QUANTIFIERS,7
2118,handle,spatial,other,2,ENU,touch,SPACE,6
709,harmful,evaluation,adjective,2,ENU,bad,EVALUATORS,2
1519,have,existence,other,2,ENU,be mine,LOCATION_EXISTENCE,3
1145,hearing,cognition,verb,2,ENU,hear,MENTAL_PREDICATES,10
364,here,reference,determiner,2,ENU,this,DETERMINERS,2
1902,hereabouts,spatial,other,2,ENU,here,SPACE,6
1927,higher,spatial,other,2,ENU,above,SPACE,3
2311,highly,degree,adverb,2,ENU,very,INTENSIFIER_AUGMENTOR,2
755,huge,property,adjective,2,ENU,big,DESCRIPTORS,3
91,human,entity,noun,2,ENU,someone,SUBSTANTIVES,4
190,humans,entity,noun,2,ENU,people,SUBSTANTIVES,1
971,hunger,cognition,verb,2,ENU,want,MENTAL_PREDICATES,8
2286,hypothesis,logic,conjunction,2,ENU,if,LOGICAL_CONCEPTS,8
396,identical,reference,determiner,2,ENU,the same,DETERMINERS,1
10,identity,entity,noun,2,ENU,i,SUBSTANTIVES,9
1488,identity,existence,other,2,ENU,be something,LOCATION_EXISTENCE,6
839,imagine,cognition,verb,2,ENU,think,MENTAL_PREDICATES,10
370,immediate,reference,verb,2,ENU,this,DETERMINERS,8
1661,immediate,temporal,verb,2,ENU,now,TIME,9
2027,immediate,spatial,verb,2,ENU,near,SPACE,10
758,immense,property,adjective,2,ENU,big,DESCRIPTORS,6
1905,in situ,spatial,other,2,ENU,here,SPACE,9
1349,incident,action,verb,2,ENU,happen,ACTIONS_EVENTS_MOVEMENT,10
973,inclination,cognition,verb,2,ENU,want,MENTAL_PREDICATES,10
2348,increase,degree,adverb,2,ENU,more,INTENSIFIER_AUGMENTOR,5
537,indefinite,quantity,determiner,2,ENU,some,QUANTIFIERS,8
372,indicated,reference,verb,2,ENU,this,DETERMINERS,10
9,individual,entity,noun,2,ENU,i,SUBSTANTIVES,8
90,individual,entity,noun,2,ENU,someone,SUBSTANTIVES,3
465,individual,quantity,determiner,2,ENU,one,QUANTIFIERS,4
193,individuals,entity,noun,2,ENU,people,SUBSTANTIVES,4
2086,indoors,spatial,other,2,ENU,inside,SPACE,6
711,inferior,evaluation,adjective,2,ENU,bad,EVALUATORS,4
1963,inferior,spatial,other,2,ENU,below,SPACE,7
914,informed,cognition,verb,2,ENU,know,MENTAL_PREDICATES,9
1429,inhabit,existence,other,2,ENU,be somewhere,LOCATION_EXISTENCE,9
2083,inner,spatial,other,2,ENU,inside,SPACE,3
1626,instance,temporal,other,2,ENU,when,TIME,6
1662,instant,temporal,other,2,ENU,now,TIME,10
1779,instant,temporal,other,2,ENU,a short time,TIME,3
1833,instant,temporal,other,2,ENU,moment,TIME,1
2312,intensely,degree,adverb,2,ENU,very,INTENSIFIER_AUGMENTOR,3
2081,interior,spatial,other,2,ENU,inside,SPACE,1
56,interlocutor,entity,noun,2,ENU,you,SUBSTANTIVES,10
2084,internal,spatial,other,2,ENU,inside,SPACE,4
1811,interval,temporal,other,2,ENU,for some time,TIME,6
2085,inward,spatial,other,2,ENU,inside,SPACE,5
1483,is,existence,other,2,ENU,be something,LOCATION_EXISTENCE,1
142,item,entity,noun,2,ENU,something,SUBSTANTIVES,3
1837,juncture,temporal,other,2,ENU,moment,TIME,5
906,knowledge,cognition,verb,2,ENU,know,MENTAL_PREDICATES,1
2152,lack,logic,conjunction,2,ENU,not,LOGICAL_CONCEPTS,9
1226,language,communication,verb,2,ENU,words,SPEECH,1
753,large,property,adjective,2,ENU,big,DESCRIPTORS,1
1717,later,temporal,other,2,ENU,after,TIME,1
2051,lateral,spatial,other,2,ENU,side,SPACE,3
915,learned,cognition,verb,2,ENU,know,MENTAL_PREDICATES,10
1750,lengthy,temporal,other,2,ENU,a long time,TIME,3
1232,lexicon,communication,verb,2,ENU,words,SPEECH,7
1549,life,life,verb,2,ENU,live,LIFE_DEATH,2
636,limited,quantity,verb,2,ENU,little few,QUANTIFIERS,10
1136,listen,cognition,verb,2,ENU,hear,MENTAL_PREDICATES,1
52,listener,entity,noun,2,ENU,you,SUBSTANTIVES,6
798,little,property,adjective,2,ENU,small,DESCRIPTORS,1
1553,living,life,verb,2,ENU,live,LIFE_DEATH,6
1900,local,spatial,other,2,ENU,here,SPACE,4
1867,locale,spatial,other,2,ENU,where,SPACE,6
1421,located,existence,verb,2,ENU,be somewhere,LOCATION_EXISTENCE,1
1863,location,spatial,other,2,ENU,where,SPACE,2
969,long,cognition,verb,2,ENU,want,MENTAL_PREDICATES,6
1748,long duration,temporal,other,2,ENU,a long time,TIME,1
1092,look,cognition,verb,2,ENU,see,MENTAL_PREDICATES,3
594,lot,quantity,determiner,2,ENU,much many,QUANTIFIERS,1
1960,lower,spatial,other,2,ENU,below,SPACE,4
1302,make,action,verb,2,ENU,do,ACTIONS_EVENTS_MOVEMENT,7
95,man,entity,noun,2,ENU,someone,SUBSTANTIVES,8
199,mankind,entity,noun,2,ENU,people,SUBSTANTIVES,10
2055,margin,spatial,other,2,ENU,side,SPACE,7
759,massive,property,adjective,2,ENU,big,DESCRIPTORS,7
399,matching,reference,verb,2,ENU,the same,DETERMINERS,4
144,matter,entity,noun,2,ENU,something,SUBSTANTIVES,5
2,me,entity,noun,2,ENU,i,SUBSTANTIVES,1
635,meager,quantity,determiner,2,ENU,little few,QUANTIFIERS,9
1185,mention,communication,verb,2,ENU,say,SPEECH,8
807,microscopic,property,adjective,2,ENU,small,DESCRIPTORS,10
2089,midst,spatial,other,2,ENU,inside,SPACE,9
2181,might,logic,conjunction,2,ENU,maybe,LOGICAL_CONCEPTS,3
1386,migrate,action,verb,2,ENU,move,ACTIONS_EVENTS_MOVEMENT,8
4,mine,entity,noun,2,ENU,i,SUBSTANTIVES,3
1524,mine,existence,other,2,ENU,be mine,LOCATION_EXISTENCE,8
801,miniature,property,adjective,2,ENU,small,DESCRIPTORS,4
630,minimal,quantity,determiner,2,ENU,little few,QUANTIFIERS,4
804,minor,property,adjective,2,ENU,small,DESCRIPTORS,7
800,minute,property,adjective,2,ENU,small,DESCRIPTORS,3
1835,minute,temporal,other,2,ENU,moment,TIME,3
1660,modern,temporal,other,2,ENU,now,TIME,8
1625,moment,temporal,other,2,ENU,when,TIME,5
1778,moment,temporal,other,2,ENU,a short time,TIME,2
1785,momentary,temporal,other,2,ENU,a short time,TIME,9
471,mono,quantity,determiner,2,ENU,one,QUANTIFIERS,10
1591,mortality,life,verb,2,ENU,die,LIFE_DEATH,6
1379,motion,action,verb,2,ENU,move,ACTIONS_EVENTS_MOVEMENT,1
2246,motive,logic,adjective,2,ENU,because,LOGICAL_CONCEPTS,5
2314,much,degree,adverb,2,ENU,very,INTENSIFIER_AUGMENTOR,5
5,my,entity,noun,2,ENU,i,SUBSTANTIVES,4
1525,my,existence,other,2,ENU,be mine,LOCATION_EXISTENCE,9
3,myself,entity,noun,2,ENU,i,SUBSTANTIVES,2
288,nature,relation,noun,2,ENU,kind,RELATIONAL_SUBSTANTIVES,9
1490,nature,existence,other,2,ENU,be something,LOCATION_EXISTENCE,8
368,near,reference,determiner,2,ENU,this,DETERMINERS,6
1901,nearby,spatial,other,2,ENU,here,SPACE,5
2019,nearby,spatial,other,2,ENU,near,SPACE,2
966,need,cognition,verb,2,ENU,want,MENTAL_PREDICATES,3
2145,negation,logic,conjunction,2,ENU,not,LOGICAL_CONCEPTS,2
708,negative,evaluation,adjective,2,ENU,bad,EVALUATORS,1
2146,negative,logic,adjective,2,ENU,not,LOGICAL_CONCEPTS,3
2022,neighboring,spatial,verb,2,ENU,near,SPACE,5
1965,nether,spatial,other,2,ENU,below,SPACE,9
1720,next,temporal,other,2,ENU,after,TIME,4
2023,nigh,spatial,other,2,ENU,near,SPACE,6
2144,no,logic,conjunction,2,ENU,not,LOGICAL_CONCEPTS,1
1842,now,temporal,other,2,ENU,moment,TIME,10
1658,nowadays,temporal,other,2,ENU,now,TIME,6
596,numerous,quantity,adjective,2,ENU,much many,QUANTIFIERS,3
141,object,entity,noun,2,ENU,something,SUBSTANTIVES,2
1093,observe,cognition,verb,2,ENU,see,MENTAL_PREDICATES,4
1624,occasion,temporal,other,2,ENU,when,TIME,4
1428,occupy,existence,other,2,ENU,be somewhere,LOCATION_EXISTENCE,8
1340,occur,action,verb,2,ENU,happen,ACTIONS_EVENTS_MOVEMENT,1
1455,occurring,existence,verb,2,ENU,there is,LOCATION_EXISTENCE,4
1904,on-site,spatial,other,2,ENU,here,SPACE,8
1020,opposed,cognition,verb,2,ENU,dont want,MENTAL_PREDICATES,5
2150,opposite,logic,conjunction,2,ENU,not,LOGICAL_CONCEPTS,7
246,organism,entity,noun,2,ENU,body,SUBSTANTIVES,8
1556,organism,life,verb,2,ENU,live,LIFE_DEATH,9
2251,origin,logic,conjunction,2,ENU,because,LOGICAL_CONCEPTS,10
1925,over,spatial,other,2,ENU,above,SPACE,1
1926,overhead,spatial,other,2,ENU,above,SPACE,2
1144,overhear,cognition,verb,2,ENU,hear,MENTAL_PREDICATES,9
1518,own,existence,other,2,ENU,be mine,LOCATION_EXISTENCE,2
1523,ownership,existence,other,2,ENU,be mine,LOCATION_EXISTENCE,7
496,pair,quantity,determiner,2,ENU,two,QUANTIFIERS,1
2117,palpable,spatial,adjective,2,ENU,touch,SPACE,5
2385,parallel,comparison,other,2,ENU,like,SIMILARITY,8
538,partial,quantity,determiner,2,ENU,some,QUANTIFIERS,9
533,particular,quantity,determiner,2,ENU,some,QUANTIFIERS,4
1593,passing,life,verb,2,ENU,die,LIFE_DEATH,8
1689,past,temporal,other,2,ENU,before,TIME,5
94,people,entity,noun,2,ENU,someone,SUBSTANTIVES,7
1096,perceive,cognition,adjective,2,ENU,see,MENTAL_PREDICATES,7
1141,perceive,cognition,adjective,2,ENU,hear,MENTAL_PREDICATES,6
1052,perception,cognition,verb,2,ENU,feel,MENTAL_PREDICATES,5
2188,perchance,logic,conjunction,2,ENU,maybe,LOGICAL_CONCEPTS,10
1297,perform,action,verb,2,ENU,do,ACTIONS_EVENTS_MOVEMENT,2
2179,perhaps,logic,conjunction,2,ENU,maybe,LOGICAL_CONCEPTS,1
1627,period,temporal,other,2,ENU,when,TIME,7
1807,period,temporal,other,2,ENU,for some time,TIME,2
2056,periphery,spatial,other,2,ENU,side,SPACE,8
1588,perish,life,verb,2,ENU,die,LIFE_DEATH,3
89,person,entity,noun,2,ENU,someone,SUBSTANTIVES,2
192,persons,entity,noun,2,ENU,people,SUBSTANTIVES,3
802,petite,property,adjective,2,ENU,small,DESCRIPTORS,5
1812,phase,temporal,other,2,ENU,for some time,TIME,7
1235,phrasing,communication,verb,2,ENU,words,SPEECH,10
239,physical,entity,noun,2,ENU,body,SUBSTANTIVES,1
2121,physical contact,spatial,other,2,ENU,touch,SPACE,9
243,physique,entity,noun,2,ENU,body,SUBSTANTIVES,5
322,piece,relation,noun,2,ENU,part,RELATIONAL_SUBSTANTIVES,1
1862,place,spatial,other,2,ENU,where,SPACE,1
1424,placed,existence,verb,2,ENU,be somewhere,LOCATION_EXISTENCE,4
598,plentiful,quantity,adjective,2,ENU,much many,QUANTIFIERS,5
595,plenty,quantity,determiner,2,ENU,much many,QUANTIFIERS,2
2349,plus,degree,adverb,2,ENU,more,INTENSIFIER_AUGMENTOR,6
1628,point,temporal,other,2,ENU,when,TIME,8
1836,point,temporal,other,2,ENU,moment,TIME,4
833,ponder,cognition,verb,2,ENU,think,MENTAL_PREDICATES,4
710,poor,evaluation,adjective,2,ENU,bad,EVALUATORS,3
194,population,entity,noun,2,ENU,people,SUBSTANTIVES,5
323,portion,relation,noun,2,ENU,part,RELATIONAL_SUBSTANTIVES,2
539,portion,quantity,determiner,2,ENU,some,QUANTIFIERS,10
1864,position,spatial,other,2,ENU,where,SPACE,3
1423,positioned,existence,verb,2,ENU,be somewhere,LOCATION_EXISTENCE,3
659,positive,evaluation,adjective,2,ENU,good,EVALUATORS,1
1517,possess,existence,other,2,ENU,be mine,LOCATION_EXISTENCE,1
1522,possession,existence,other,2,ENU,be mine,LOCATION_EXISTENCE,6
2214,possible,logic,adjective,2,ENU,can,LOGICAL_CONCEPTS,7
2180,possibly,logic,adverb,2,ENU,maybe,LOGICAL_CONCEPTS,2
1724,post,temporal,other,2,ENU,after,TIME,8
1725,posterior,temporal,other,2,ENU,after,TIME,9
2186,potential,logic,conjunction,2,ENU,maybe,LOGICAL_CONCEPTS,8
2213,potential,logic,conjunction,2,ENU,can,LOGICAL_CONCEPTS,6
2212,power,logic,conjunction,2,ENU,can,LOGICAL_CONCEPTS,5
1303,practice,action,verb,2,ENU,do,ACTIONS_EVENTS_MOVEMENT,8
1693,pre,temporal,other,2,ENU,before,TIME,9
1690,preceding,temporal,verb,2,ENU,before,TIME,6
1460,presence,existence,other,2,ENU,there is,LOCATION_EXISTENCE,9
365,present,reference,determiner,2,ENU,this,DETERMINERS,3
1453,present,existence,other,2,ENU,there is,LOCATION_EXISTENCE,2
1653,present,temporal,other,2,ENU,now,TIME,1
1898,present location,spatial,other,2,ENU,here,SPACE,2
1656,presently,temporal,adverb,2,ENU,now,TIME,4
1687,previously,temporal,adverb,2,ENU,before,TIME,3
1685,prior,temporal,other,2,ENU,before,TIME,1
2184,probability,logic,conjunction,2,ENU,maybe,LOGICAL_CONCEPTS,6
1384,proceed,action,verb,2,ENU,move,ACTIONS_EVENTS_MOVEMENT,6
603,profuse,quantity,determiner,2,ENU,much many,QUANTIFIERS,10
1751,prolonged,temporal,verb,2,ENU,a long time,TIME,4
1521,property,existence,other,2,ENU,be mine,LOCATION_EXISTENCE,5
1757,protracted,temporal,verb,2,ENU,a long time,TIME,10
2283,provided,logic,verb,2,ENU,if,LOGICAL_CONCEPTS,5
367,proximal,reference,determiner,2,ENU,this,DETERMINERS,5
1903,proximate,spatial,verb,2,ENU,here,SPACE,7
2021,proximate,spatial,verb,2,ENU,near,SPACE,4
2026,proximity,spatial,other,2,ENU,near,SPACE,9
197,public,entity,noun,2,ENU,people,SUBSTANTIVES,8
2250,purpose,logic,conjunction,2,ENU,because,LOGICAL_CONCEPTS,9
1780,quickly,temporal,adverb,2,ENU,a short time,TIME,4
2316,quite,degree,adverb,2,ENU,very,INTENSIFIER_AUGMENTOR,7
629,rare,quantity,determiner,2,ENU,little few,QUANTIFIERS,3
2249,rationale,logic,conjunction,2,ENU,because,LOGICAL_CONCEPTS,8
1265,real,communication,verb,2,ENU,true,SPEECH,6
1262,reality,communication,verb,2,ENU,true,SPEECH,3
1461,reality,existence,other,2,ENU,there is,LOCATION_EXISTENCE,10
910,realize,cognition,verb,2,ENU,know,MENTAL_PREDICATES,5
2315,really,degree,adverb,2,ENU,very,INTENSIFIER_AUGMENTOR,6
836,reason,cognition,verb,2,ENU,think,MENTAL_PREDICATES,7
2242,reason,logic,conjunction,2,ENU,because,LOGICAL_CONCEPTS,1
53,recipient,entity,noun,2,ENU,you,SUBSTANTIVES,7
911,recognize,cognition,verb,2,ENU,know,MENTAL_PREDICATES,6
834,reflect,cognition,verb,2,ENU,think,MENTAL_PREDICATES,5
2148,refusal,logic,conjunction,2,ENU,not,LOGICAL_CONCEPTS,5
1021,refuse,cognition,verb,2,ENU,dont want,MENTAL_PREDICATES,6
1869,region,spatial,other,2,ENU,where,SPACE,8
1022,reject,cognition,verb,2,ENU,dont want,MENTAL_PREDICATES,7
1382,relocate,action,verb,2,ENU,move,ACTIONS_EVENTS_MOVEMENT,4
1017,reluctant,cognition,verb,2,ENU,dont want,MENTAL_PREDICATES,2
438,remaining,reference,verb,2,ENU,other,DETERMINERS,10
2319,remarkably,degree,adverb,2,ENU,very,INTENSIFIER_AUGMENTOR,10
1989,remote,spatial,other,2,ENU,far,SPACE,2
1997,remotely,spatial,adverb,2,ENU,far,SPACE,10
1992,removed,spatial,verb,2,ENU,far,SPACE,5
2380,resembling,comparison,verb,2,ENU,like,SIMILARITY,3
1426,reside,existence,other,2,ENU,be somewhere,LOCATION_EXISTENCE,6
1024,resist,cognition,verb,2,ENU,dont want,MENTAL_PREDICATES,9
2379,same,comparison,other,2,ENU,like,SIMILARITY,2
634,scant,quantity,determiner,2,ENU,little few,QUANTIFIERS,8
627,scarce,quantity,determiner,2,ENU,little few,QUANTIFIERS,1
502,second,quantity,determiner,2,ENU,two,QUANTIFIERS,7
1834,second,temporal,other,2,ENU,moment,TIME,2
50,second-person,entity,noun,2,ENU,you,SUBSTANTIVES,4
324,section,relation,noun,2,ENU,part,RELATIONAL_SUBSTANTIVES,3
325,segment,relation,noun,2,ENU,part,RELATIONAL_SUBSTANTIVES,4
6,self,entity,noun,2,ENU,i,SUBSTANTIVES,5
1049,sensation,cognition,verb,2,ENU,feel,MENTAL_PREDICATES,2
2122,sensation,spatial,other,2,ENU,touch,SPACE,10
1050,sense,cognition,verb,2,ENU,feel,MENTAL_PREDICATES,3
1053,sentiment,cognition,verb,2,ENU,feel,MENTAL_PREDICATES,6
434,separate,reference,verb,2,ENU,other,DETERMINERS,6
530,several,quantity,determiner,2,ENU,some,QUANTIFIERS,1
1380,shift,action,verb,2,ENU,move,ACTIONS_EVENTS_MOVEMENT,2
1784,short duration,temporal,other,2,ENU,a short time,TIME,8
1091,sight,cognition,verb,2,ENU,see,MENTAL_PREDICATES,2
402,similar,reference,determiner,2,ENU,the same,DETERMINERS,7
2378,similar,comparison,other,2,ENU,like,SIMILARITY,1
2387,similarity,comparison,other,2,ENU,like,SIMILARITY,10
462,single,quantity,determiner,2,ENU,one,QUANTIFIERS,1
470,singular,quantity,determiner,2,ENU,one,QUANTIFIERS,9
1866,site,spatial,other,2,ENU,where,SPACE,5
1422,situated,existence,verb,2,ENU,be somewhere,LOCATION_EXISTENCE,2
2216,skill,logic,conjunction,2,ENU,can,LOGICAL_CONCEPTS,9
1934,skyward,spatial,other,2,ENU,above,SPACE,10
631,slight,quantity,determiner,2,ENU,little few,QUANTIFIERS,5
805,slight,property,adjective,2,ENU,small,DESCRIPTORS,8
632,small amount,quantity,determiner,2,ENU,little few,QUANTIFIERS,6
195,society,entity,noun,2,ENU,people,SUBSTANTIVES,6
467,sole,quantity,determiner,2,ENU,one,QUANTIFIERS,6
88,somebody,entity,noun,2,ENU,someone,SUBSTANTIVES,1
281,sort,relation,noun,2,ENU,kind,RELATIONAL_SUBSTANTIVES,2
1137,sound,cognition,verb,2,ENU,hear,MENTAL_PREDICATES,2
1870,space,spatial,other,2,ENU,where,SPACE,9
628,sparse,quantity,determiner,2,ENU,little few,QUANTIFIERS,2
1871,spatial,spatial,other,2,ENU,where,SPACE,10
1178,speak,communication,verb,2,ENU,say,SPEECH,1
286,species,relation,noun,2,ENU,kind,RELATIONAL_SUBSTANTIVES,7
1230,speech,communication,verb,2,ENU,words,SPEECH,5
1809,spell,temporal,other,2,ENU,for some time,TIME,4
1839,split second,temporal,other,2,ENU,moment,TIME,7
1865,spot,spatial,other,2,ENU,where,SPACE,4
1899,spot,spatial,other,2,ENU,here,SPACE,3
1183,state,communication,verb,2,ENU,say,SPEECH,6
1430,stay,existence,other,2,ENU,be somewhere,LOCATION_EXISTENCE,10
1810,stretch,temporal,other,2,ENU,for some time,TIME,5
145,stuff,entity,noun,2,ENU,something,SUBSTANTIVES,6
1718,subsequent,temporal,other,2,ENU,after,TIME,2
149,substance,entity,noun,2,ENU,something,SUBSTANTIVES,10
600,substantial,quantity,determiner,2,ENU,much many,QUANTIFIERS,7
761,substantial,property,adjective,2,ENU,big,DESCRIPTORS,9
1723,succeeding,temporal,verb,2,ENU,after,TIME,7
535,sundry,quantity,determiner,2,ENU,some,QUANTIFIERS,6
664,superior,evaluation,adjective,2,ENU,good,EVALUATORS,6
1930,superior,spatial,other,2,ENU,above,SPACE,6
2351,supplement,degree,adverb,2,ENU,more,INTENSIFIER_AUGMENTOR,8
838,suppose,cognition,verb,2,ENU,think,MENTAL_PREDICATES,9
2281,suppose,logic,conjunction,2,ENU,if,LOGICAL_CONCEPTS,3
1551,survive,life,adjective,2,ENU,live,LIFE_DEATH,4
1752,sustained,temporal,verb,2,ENU,a long time,TIME,5
1056,tactile,cognition,verb,2,ENU,feel,MENTAL_PREDICATES,9
2115,tactile,spatial,other,2,ENU,touch,SPACE,3
1341,take place,action,verb,2,ENU,happen,ACTIONS_EVENTS_MOVEMENT,2
1180,talk,communication,verb,2,ENU,say,SPEECH,3
2116,tangible,spatial,adjective,2,ENU,touch,SPACE,4
1179,tell,communication,verb,2,ENU,say,SPEECH,2
1622,temporal,temporal,other,2,ENU,when,TIME,2
1813,temporarily,temporal,adverb,2,ENU,for some time,TIME,8
1781,temporary,temporal,other,2,ENU,a short time,TIME,5
1595,termination,life,verb,2,ENU,die,LIFE_DEATH,10
1233,terminology,communication,verb,2,ENU,words,SPEECH,8
1228,terms,communication,verb,2,ENU,words,SPEECH,3
55,thee,entity,noun,2,ENU,you,SUBSTANTIVES,9
363,these,reference,determiner,2,ENU,this,DETERMINERS,1
140,thing,entity,verb,2,ENU,something,SUBSTANTIVES,1
1492,thing,existence,verb,2,ENU,be something,LOCATION_EXISTENCE,10
1897,this place,spatial,other,2,ENU,here,SPACE,1
54,thou,entity,noun,2,ENU,you,SUBSTANTIVES,8
830,thought,cognition,verb,2,ENU,think,MENTAL_PREDICATES,1
1621,time,temporal,other,2,ENU,when,TIME,1
1623,timing,temporal,verb,2,ENU,when,TIME,3
799,tiny,property,adjective,2,ENU,small,DESCRIPTORS,2
1657,today,temporal,other,2,ENU,now,TIME,5
1931,top,spatial,other,2,ENU,above,SPACE,7
247,torso,entity,noun,2,ENU,body,SUBSTANTIVES,9
565,total,quantity,determiner,2,ENU,all,QUANTIFIERS,6
1055,touch,cognition,verb,2,ENU,feel,MENTAL_PREDICATES,8
1381,transfer,action,verb,2,ENU,move,ACTIONS_EVENTS_MOVEMENT,3
1783,transient,temporal,other,2,ENU,a short time,TIME,7
1342,transpire,action,verb,2,ENU,happen,ACTIONS_EVENTS_MOVEMENT,3
1388,transport,action,verb,2,ENU,move,ACTIONS_EVENTS_MOVEMENT,10
1383,travel,action,verb,2,ENU,move,ACTIONS_EVENTS_MOVEMENT,5
1260,truth,communication,verb,2,ENU,true,SPEECH,1
500,twin,quantity,determiner,2,ENU,two,QUANTIFIERS,5
1841,twinkling,temporal,verb,2,ENU,moment,TIME,9
280,type,relation,noun,2,ENU,kind,RELATIONAL_SUBSTANTIVES,1
2183,uncertain,logic,conjunction,2,ENU,maybe,LOGICAL_CONCEPTS,5
403,unchanged,reference,verb,2,ENU,the same,DETERMINERS,8
1957,under,spatial,other,2,ENU,below,SPACE,1
1966,underground,spatial,other,2,ENU,below,SPACE,10
1959,underneath,spatial,other,2,ENU,below,SPACE,3
908,understand,cognition,verb,2,ENU,know,MENTAL_PREDICATES,3
1304,undertake,action,verb,2,ENU,do,ACTIONS_EVENTS_MOVEMENT,9
717,undesirable,evaluation,adjective,2,ENU,bad,EVALUATORS,10
715,unfavorable,evaluation,adjective,2,ENU,bad,EVALUATORS,8
1347,unfold,action,verb,2,ENU,happen,ACTIONS_EVENTS_MOVEMENT,8
401,uniform,reference,determiner,2,ENU,the same,DETERMINERS,6
468,unique,quantity,determiner,2,ENU,one,QUANTIFIERS,7
331,unit,relation,noun,2,ENU,part,RELATIONAL_SUBSTANTIVES,10
463,unit,quantity,determiner,2,ENU,one,QUANTIFIERS,2
464,unity,quantity,determiner,2,ENU,one,QUANTIFIERS,3
567,universal,quantity,determiner,2,ENU,all,QUANTIFIERS,8
1016,unwilling,cognition,verb,2,ENU,dont want,MENTAL_PREDICATES,1
1928,up,spatial,other,2,ENU,above,SPACE,4
1932,upper,spatial,other,2,ENU,above,SPACE,8
1929,upward,spatial,other,2,ENU,above,SPACE,5
1181,utter,communication,verb,2,ENU,say,SPEECH,4
1231,utterance,communication,verb,2,ENU,words,SPEECH,6
1267,valid,communication,verb,2,ENU,true,SPEECH,8
661,valuable,evaluation,adjective,2,ENU,good,EVALUATORS,3
285,variety,relation,noun,2,ENU,kind,RELATIONAL_SUBSTANTIVES,6
437,various,reference,adjective,2,ENU,other,DETERMINERS,9
534,various,quantity,adjective,2,ENU,some,QUANTIFIERS,5
757,vast,property,adjective,2,ENU,big,DESCRIPTORS,5
2024,vicinity,spatial,other,2,ENU,near,SPACE,7
1094,view,cognition,verb,2,ENU,see,MENTAL_PREDICATES,5
1090,vision,cognition,verb,2,ENU,see,MENTAL_PREDICATES,1
1554,vitality,life,verb,2,ENU,live,LIFE_DEATH,7
1227,vocabulary,communication,verb,2,ENU,words,SPEECH,2
1095,watch,cognition,verb,2,ENU,see,MENTAL_PREDICATES,6
2284,whether,logic,conjunction,2,ENU,if,LOGICAL_CONCEPTS,6
1630,while,temporal,other,2,ENU,when,TIME,10
1806,while,temporal,other,2,ENU,for some time,TIME,1
562,whole,quantity,determiner,2,ENU,all,QUANTIFIERS,3
2244,why,logic,conjunction,2,ENU,because,LOGICAL_CONCEPTS,3
965,wish,cognition,verb,2,ENU,want,MENTAL_PREDICATES,2
2082,within,spatial,other,2,ENU,inside,SPACE,2
2153,without,logic,conjunction,2,ENU,not,LOGICAL_CONCEPTS,10
1097,witness,cognition,verb,2,ENU,see,MENTAL_PREDICATES,8
96,woman,entity,noun,2,ENU,someone,SUBSTANTIVES,9
1234,wording,communication,verb,2,ENU,words,SPEECH,9
665,worthy,evaluation,adjective,2,ENU,good,EVALUATORS,7
712,wrong,evaluation,adjective,2,ENU,bad,EVALUATORS,5
968,yearn,cognition,verb,2,ENU,want,MENTAL_PREDICATES,5
1755,years,temporal,other,2,ENU,a long time,TIME,8
1994,yonder,spatial,other,2,ENU,far,SPACE,7
49,your,entity,noun,2,ENU,you,SUBSTANTIVES,3
48,yours,entity,noun,2,ENU,you,SUBSTANTIVES,2
47,yourself,entity,noun,2,ENU,you,SUBSTANTIVES,1
81,2인칭,entity,noun,2,KOR,you,SUBSTANTIVES,8
2302,~면,logic,conjunction,2,KOR,if,LOGICAL_CONCEPTS,2
392,가까운,reference,determiner,2,KOR,this,DETERMINERS,6
2040,가까운,spatial,other,2,KOR,near,SPACE,1
2045,가깝게,spatial,other,2,KOR,near,SPACE,6
2235,가능,logic,conjunction,2,KOR,can,LOGICAL_CONCEPTS,3
