id,word,domain,type,tier,language,nsm_prime_ref,nsm_prime_group,position
2202,가능성,logic,conjunction,2,KOR,maybe,LOGICAL_CONCEPTS,3
2074,가장자리,spatial,other,2,KOR,side,SPACE,4
2304,가정,logic,conjunction,2,KOR,if,LOGICAL_CONCEPTS,4
890,가정하다,cognition,verb,2,KOR,think,MENTAL_PREDICATES,9
2308,가정하다,logic,conjunction,2,KOR,if,LOGICAL_CONCEPTS,8
590,각각,quantity,determiner,2,KOR,all,QUANTIFIERS,7
459,각종,reference,determiner,2,KOR,other,DETERMINERS,7
1005,갈망,cognition,verb,2,KOR,want,MENTAL_PREDICATES,5
1079,감각,cognition,verb,2,KOR,feel,MENTAL_PREDICATES,2
1080,감정,cognition,verb,2,KOR,feel,MENTAL_PREDICATES,3
1171,감지하다,cognition,verb,2,KOR,hear,MENTAL_PREDICATES,6
2140,감촉,spatial,other,2,KOR,touch,SPACE,6
2342,강도,degree,adverb,2,KOR,very,INTENSIFIER_AUGMENTOR,9
420,같은,reference,determiner,2,KOR,the same,DETERMINERS,1
2403,같은,comparison,other,2,KOR,like,SIMILARITY,1
493,개별,quantity,determiner,2,KOR,one,QUANTIFIERS,8
39,개인,entity,noun,2,KOR,i,SUBSTANTIVES,8
126,개인,entity,noun,2,KOR,someone,SUBSTANTIVES,3
787,거대한,property,adjective,2,KOR,big,DESCRIPTORS,2
2015,거리가먼,spatial,other,2,KOR,far,SPACE,7
1040,거부,cognition,verb,2,KOR,dont want,MENTAL_PREDICATES,2
2171,거부,logic,conjunction,2,KOR,not,LOGICAL_CONCEPTS,3
1045,거절,cognition,verb,2,KOR,dont want,MENTAL_PREDICATES,7
1447,거주하다,existence,other,2,KOR,be somewhere,LOCATION_EXISTENCE,4
1580,거주하다,life,verb,2,KOR,live,LIFE_DEATH,6
703,건강한,evaluation,adjective,2,KOR,good,EVALUATORS,9
1131,검사하다,cognition,verb,2,KOR,see,MENTAL_PREDICATES,8
175,것,entity,noun,2,KOR,something,SUBSTANTIVES,2
2173,결여,logic,conjunction,2,KOR,not,LOGICAL_CONCEPTS,5
748,결함있는,evaluation,adjective,2,KOR,bad,EVALUATORS,8
527,겹,quantity,determiner,2,KOR,two,QUANTIFIERS,9
825,경미한,property,adjective,2,KOR,small,DESCRIPTORS,5
1377,경우,action,verb,2,KOR,happen,ACTIONS_EVENTS_MOVEMENT,10
2305,경우,logic,conjunction,2,KOR,if,LOGICAL_CONCEPTS,5
1172,경청하다,cognition,verb,2,KOR,hear,MENTAL_PREDICATES,7
1087,경험,cognition,verb,2,KOR,feel,MENTAL_PREDICATES,10
2075,곁,spatial,other,2,KOR,side,SPACE,5
494,고독,quantity,determiner,2,KOR,one,QUANTIFIERS,9
886,고려하다,cognition,verb,2,KOR,think,MENTAL_PREDICATES,5
1953,고처,spatial,other,2,KOR,above,SPACE,6
1891,공간,spatial,other,2,KOR,where,SPACE,5
231,공동체,entity,noun,2,KOR,people,SUBSTANTIVES,6
317,과,relation,noun,2,KOR,kind,RELATIONAL_SUBSTANTIVES,8
1711,과거,temporal,other,2,KOR,before,TIME,4
1127,관찰하다,cognition,verb,2,KOR,see,MENTAL_PREDICATES,4
789,광대한,property,adjective,2,KOR,big,DESCRIPTORS,4
1133,광학적,cognition,verb,2,KOR,see,MENTAL_PREDICATES,10
354,구성요소,relation,noun,2,KOR,part,RELATIONAL_SUBSTANTIVES,3
1895,구역,spatial,other,2,KOR,where,SPACE,9
228,국민,entity,noun,2,KOR,people,SUBSTANTIVES,3
361,국부,relation,noun,2,KOR,part,RELATIONAL_SUBSTANTIVES,10
1170,귀,cognition,verb,2,KOR,hear,MENTAL_PREDICATES,5
1545,귀속,existence,other,2,KOR,be mine,LOCATION_EXISTENCE,7
78,귀하,entity,noun,2,KOR,you,SUBSTANTIVES,5
424,균일한,reference,determiner,2,KOR,the same,DETERMINERS,5
77,그대,entity,noun,2,KOR,you,SUBSTANTIVES,4
745,그릇된,evaluation,adjective,2,KOR,bad,EVALUATORS,5
460,그밖의,reference,determiner,2,KOR,other,DETERMINERS,8
2338,극도로,degree,adverb,2,KOR,very,INTENSIFIER_AUGMENTOR,5
2272,근거,logic,conjunction,2,KOR,because,LOGICAL_CONCEPTS,5
2044,근방,spatial,other,2,KOR,near,SPACE,5
826,근소한,property,adjective,2,KOR,small,DESCRIPTORS,6
2047,근접,spatial,other,2,KOR,near,SPACE,8
2042,근처,spatial,other,2,KOR,near,SPACE,3
696,긍정적,evaluation,adjective,2,KOR,good,EVALUATORS,2
1649,기간,temporal,other,2,KOR,when,TIME,7
1827,기간,temporal,other,2,KOR,for some time,TIME,3
1337,기능,action,verb,2,KOR,do,ACTIONS_EVENTS_MOVEMENT,10
1084,기분,cognition,verb,2,KOR,feel,MENTAL_PREDICATES,7
2275,기원,logic,conjunction,2,KOR,because,LOGICAL_CONCEPTS,8
455,기타,reference,determiner,2,KOR,other,DETERMINERS,3
953,깨닫다,cognition,verb,2,KOR,know,MENTAL_PREDICATES,6
1043,꺼리다,cognition,verb,2,KOR,dont want,MENTAL_PREDICATES,5
32,나,entity,noun,2,KOR,i,SUBSTANTIVES,1
456,나머지,reference,determiner,2,KOR,other,DETERMINERS,4
741,나쁜,evaluation,adjective,2,KOR,bad,EVALUATORS,1
1413,나아가다,action,verb,2,KOR,move,ACTIONS_EVENTS_MOVEMENT,5
1539,나의것,existence,other,2,KOR,be mine,LOCATION_EXISTENCE,1
1743,나중,temporal,other,2,KOR,after,TIME,5
1371,나타나다,action,verb,2,KOR,happen,ACTIONS_EVENTS_MOVEMENT,4
34,내가,entity,noun,2,KOR,i,SUBSTANTIVES,3
1546,내것,existence,other,2,KOR,be mine,LOCATION_EXISTENCE,8
2104,내부,spatial,other,2,KOR,inside,SPACE,2
2108,내심,spatial,other,2,KOR,inside,SPACE,6
2110,내적,spatial,other,2,KOR,inside,SPACE,8
2105,내측,spatial,other,2,KOR,inside,SPACE,3
74,너,entity,noun,2,KOR,you,SUBSTANTIVES,1
79,너의,entity,noun,2,KOR,you,SUBSTANTIVES,6
1955,높은곳,spatial,other,2,KOR,above,SPACE,8
124,누군가,entity,noun,2,KOR,someone,SUBSTANTIVES,1
1132,눈,cognition,verb,2,KOR,see,MENTAL_PREDICATES,9
1858,눈깜짝할사이,temporal,other,2,KOR,moment,TIME,5
1078,느끼다,cognition,verb,2,KOR,feel,MENTAL_PREDICATES,1
2234,능력,logic,conjunction,2,KOR,can,LOGICAL_CONCEPTS,2
591,다,quantity,determiner,2,KOR,all,QUANTIFIERS,8
623,다량,quantity,determiner,2,KOR,much many,QUANTIFIERS,6
453,다른,reference,determiner,2,KOR,other,DETERMINERS,1
619,다수,quantity,determiner,2,KOR,much many,QUANTIFIERS,2
1741,다음,temporal,other,2,KOR,after,TIME,3
1803,단기,temporal,other,2,KOR,a short time,TIME,6
492,단독,quantity,determiner,2,KOR,one,QUANTIFIERS,7
1251,단어,communication,verb,2,KOR,words,SPEECH,2
488,단일,quantity,determiner,2,KOR,one,QUANTIFIERS,3
356,단편,relation,noun,2,KOR,part,RELATIONAL_SUBSTANTIVES,5
2409,닮은,comparison,other,2,KOR,like,SIMILARITY,7
394,당면한,reference,determiner,2,KOR,this,DETERMINERS,8
1683,당면한,temporal,other,2,KOR,now,TIME,8
75,당신,entity,noun,2,KOR,you,SUBSTANTIVES,2
80,당신의,entity,noun,2,KOR,you,SUBSTANTIVES,7
1678,당장,temporal,other,2,KOR,now,TIME,3
2138,닿다,spatial,other,2,KOR,touch,SPACE,4
2336,대단히,degree,adverb,2,KOR,very,INTENSIFIER_AUGMENTOR,3
625,대량,quantity,determiner,2,KOR,much many,QUANTIFIERS,8
229,대중,entity,noun,2,KOR,people,SUBSTANTIVES,4
2368,더,degree,adverb,2,KOR,more,INTENSIFIER_AUGMENTOR,1
2370,더많은,degree,adverb,2,KOR,more,INTENSIFIER_AUGMENTOR,3
2376,더욱,degree,adverb,2,KOR,more,INTENSIFIER_AUGMENTOR,9
1010,동기,cognition,verb,2,KOR,want,MENTAL_PREDICATES,10
2271,동기,logic,conjunction,2,KOR,because,LOGICAL_CONCEPTS,4
1828,동안,temporal,other,2,KOR,for some time,TIME,4
421,동일한,reference,determiner,2,KOR,the same,DETERMINERS,2
2406,동일한,comparison,other,2,KOR,like,SIMILARITY,4
1508,되다,existence,other,2,KOR,be something,LOCATION_EXISTENCE,2
523,두개,quantity,determiner,2,KOR,two,QUANTIFIERS,5
526,두번,quantity,determiner,2,KOR,two,QUANTIFIERS,8
519,둘,quantity,determiner,2,KOR,two,QUANTIFIERS,1
1745,뒤,temporal,other,2,KOR,after,TIME,7
656,드문,quantity,determiner,2,KOR,little few,QUANTIFIERS,7
1166,듣다,cognition,verb,2,KOR,hear,MENTAL_PREDICATES,1
1647,때,temporal,other,2,KOR,when,TIME,5
2268,때문에,logic,conjunction,2,KOR,because,LOGICAL_CONCEPTS,1
422,똑같은,reference,determiner,2,KOR,the same,DETERMINERS,3
790,막대한,property,adjective,2,KOR,big,DESCRIPTORS,5
2301,만약,logic,conjunction,2,KOR,if,LOGICAL_CONCEPTS,1
2136,만지다,spatial,other,2,KOR,touch,SPACE,2
2142,만짐,spatial,other,2,KOR,touch,SPACE,8
618,많은,quantity,determiner,2,KOR,much many,QUANTIFIERS,1
1223,말,communication,verb,2,KOR,say,SPEECH,10
1250,말,communication,verb,2,KOR,words,SPEECH,1
1214,말하다,communication,verb,2,KOR,say,SPEECH,1
2334,매우,degree,adverb,2,KOR,very,INTENSIFIER_AUGMENTOR,1
1448,머물다,existence,other,2,KOR,be somewhere,LOCATION_EXISTENCE,5
2009,먼,spatial,other,2,KOR,far,SPACE,1
2013,먼곳,spatial,other,2,KOR,far,SPACE,5
1710,먼저,temporal,other,2,KOR,before,TIME,3
2011,멀리,spatial,other,2,KOR,far,SPACE,3
2073,면,spatial,other,2,KOR,side,SPACE,3
1617,멸망,life,verb,2,KOR,die,LIFE_DEATH,7
551,몇,quantity,determiner,2,KOR,some,QUANTIFIERS,1
557,몇몇,quantity,determiner,2,KOR,some,QUANTIFIERS,7
586,모두,quantity,determiner,2,KOR,all,QUANTIFIERS,3
584,모든,quantity,determiner,2,KOR,all,QUANTIFIERS,1
182,모든것,entity,noun,2,KOR,something,SUBSTANTIVES,9
129,모든사람,entity,noun,2,KOR,someone,SUBSTANTIVES,6
318,목,relation,noun,2,KOR,kind,RELATIONAL_SUBSTANTIVES,9
1128,목격하다,cognition,verb,2,KOR,see,MENTAL_PREDICATES,5
2274,목적,logic,conjunction,2,KOR,because,LOGICAL_CONCEPTS,7
269,몸,entity,noun,2,KOR,body,SUBSTANTIVES,1
2337,몹시,degree,adverb,2,KOR,very,INTENSIFIER_AUGMENTOR,4
174,무언가,entity,noun,2,KOR,something,SUBSTANTIVES,1
1257,문구,communication,verb,2,KOR,words,SPEECH,8
235,문명,entity,noun,2,KOR,people,SUBSTANTIVES,10
234,문화,entity,noun,2,KOR,people,SUBSTANTIVES,9
176,물건,entity,noun,2,KOR,something,SUBSTANTIVES,3
179,물질,entity,noun,2,KOR,something,SUBSTANTIVES,6
275,물질,entity,noun,2,KOR,body,SUBSTANTIVES,7
178,물체,entity,noun,2,KOR,something,SUBSTANTIVES,5
824,미니,property,adjective,2,KOR,small,DESCRIPTORS,4
1742,미래,temporal,other,2,KOR,after,TIME,4
652,미량,quantity,determiner,2,KOR,little few,QUANTIFIERS,3
827,미미한,property,adjective,2,KOR,small,DESCRIPTORS,7
822,미세한,property,adjective,2,KOR,small,DESCRIPTORS,2
1086,민감,cognition,verb,2,KOR,feel,MENTAL_PREDICATES,9
227,민중,entity,noun,2,KOR,people,SUBSTANTIVES,2
884,믿다,cognition,verb,2,KOR,think,MENTAL_PREDICATES,3
1984,밑,spatial,other,2,KOR,below,SPACE,6
1002,바라다,cognition,verb,2,KOR,want,MENTAL_PREDICATES,2
1046,바라지않다,cognition,verb,2,KOR,dont want,MENTAL_PREDICATES,8
699,바람직한,evaluation,adjective,2,KOR,good,EVALUATORS,5
1042,반대,cognition,verb,2,KOR,dont want,MENTAL_PREDICATES,4
2172,반대,logic,conjunction,2,KOR,not,LOGICAL_CONCEPTS,4
2177,반대의,logic,conjunction,2,KOR,not,LOGICAL_CONCEPTS,9
1130,발견하다,cognition,verb,2,KOR,see,MENTAL_PREDICATES,7
1369,발생하다,action,verb,2,KOR,happen,ACTIONS_EVENTS_MOVEMENT,2
1221,발음하다,communication,verb,2,KOR,say,SPEECH,8
788,방대한,property,adjective,2,KOR,big,DESCRIPTORS,3
2078,방면,spatial,other,2,KOR,side,SPACE,8
312,범주,relation,noun,2,KOR,kind,RELATIONAL_SUBSTANTIVES,3
2077,변,spatial,other,2,KOR,side,SPACE,7
1416,변위,action,verb,2,KOR,move,ACTIONS_EVENTS_MOVEMENT,8
426,변치않는,reference,determiner,2,KOR,the same,DETERMINERS,7
454,별개의,reference,determiner,2,KOR,other,DETERMINERS,2
457,별도의,reference,determiner,2,KOR,other,DETERMINERS,5
1124,보다,cognition,verb,2,KOR,see,MENTAL_PREDICATES,1
2375,보충,degree,adverb,2,KOR,more,INTENSIFIER_AUGMENTOR,8
37,본인,entity,noun,2,KOR,i,SUBSTANTIVES,6
1510,본질,existence,other,2,KOR,be something,LOCATION_EXISTENCE,4
2374,부가,degree,adverb,2,KOR,more,INTENSIFIER_AUGMENTOR,7
1921,부근,spatial,other,2,KOR,here,SPACE,5
2043,부근,spatial,other,2,KOR,near,SPACE,4
313,부류,relation,noun,2,KOR,kind,RELATIONAL_SUBSTANTIVES,4
352,부분,relation,noun,2,KOR,part,RELATIONAL_SUBSTANTIVES,1
558,부분적,quantity,determiner,2,KOR,some,QUANTIFIERS,8
2175,부인,logic,conjunction,2,KOR,not,LOGICAL_CONCEPTS,7
750,부적절한,evaluation,adjective,2,KOR,bad,EVALUATORS,10
2170,부정,logic,conjunction,2,KOR,not,LOGICAL_CONCEPTS,2
742,부정적,evaluation,adjective,2,KOR,bad,EVALUATORS,2
653,부족한,quantity,determiner,2,KOR,little few,QUANTIFIERS,4
359,부품,relation,noun,2,KOR,part,RELATIONAL_SUBSTANTIVES,8
315,분류,relation,noun,2,KOR,kind,RELATIONAL_SUBSTANTIVES,6
747,불리한,evaluation,adjective,2,KOR,bad,EVALUATORS,7
657,불충분한,quantity,determiner,2,KOR,little few,QUANTIFIERS,8
555,불특정,quantity,determiner,2,KOR,some,QUANTIFIERS,5
2206,불확실,logic,conjunction,2,KOR,maybe,LOGICAL_CONCEPTS,7
2410,비교되는,comparison,other,2,KOR,like,SIMILARITY,8
2405,비슷한,comparison,other,2,KOR,like,SIMILARITY,3
180,사건,entity,noun,2,KOR,something,SUBSTANTIVES,7
1373,사건,action,verb,2,KOR,happen,ACTIONS_EVENTS_MOVEMENT,6
883,사고,cognition,verb,2,KOR,think,MENTAL_PREDICATES,2
125,사람,entity,noun,2,KOR,someone,SUBSTANTIVES,2
226,사람들,entity,noun,2,KOR,people,SUBSTANTIVES,1
1612,사망,life,verb,2,KOR,die,LIFE_DEATH,2
1618,사망자,life,verb,2,KOR,die,LIFE_DEATH,8
177,사물,entity,noun,2,KOR,something,SUBSTANTIVES,4
887,사색하다,cognition,verb,2,KOR,think,MENTAL_PREDICATES,6
1287,사실,communication,verb,2,KOR,true,SPEECH,2
230,사회,entity,noun,2,KOR,people,SUBSTANTIVES,5
1575,살다,life,verb,2,KOR,live,LIFE_DEATH,1
1952,상단,spatial,other,2,KOR,above,SPACE,5
621,상당한,quantity,determiner,2,KOR,much many,QUANTIFIERS,4
792,상당한,property,adjective,2,KOR,big,DESCRIPTORS,7
2339,상당히,degree,adverb,2,KOR,very,INTENSIFIER_AUGMENTOR,6
82,상대방,entity,noun,2,KOR,you,SUBSTANTIVES,9
425,상등한,reference,determiner,2,KOR,the same,DETERMINERS,6
1951,상방,spatial,other,2,KOR,above,SPACE,4
1949,상부,spatial,other,2,KOR,above,SPACE,2
891,상상하다,cognition,verb,2,KOR,think,MENTAL_PREDICATES,10
2407,상응하는,comparison,other,2,KOR,like,SIMILARITY,5
458,상이한,reference,determiner,2,KOR,other,DETERMINERS,6
1513,상태,existence,other,2,KOR,be something,LOCATION_EXISTENCE,7
1375,상황,action,verb,2,KOR,happen,ACTIONS_EVENTS_MOVEMENT,8
2306,상황,logic,conjunction,2,KOR,if,LOGICAL_CONCEPTS,6
882,생각,cognition,verb,2,KOR,think,MENTAL_PREDICATES,1
1584,생기,life,verb,2,KOR,live,LIFE_DEATH,10
1370,생기다,action,verb,2,KOR,happen,ACTIONS_EVENTS_MOVEMENT,3
276,생리,entity,noun,2,KOR,body,SUBSTANTIVES,8
132,생명,entity,noun,2,KOR,someone,SUBSTANTIVES,9
1576,생명,life,verb,2,KOR,live,LIFE_DEATH,2
1581,생물,life,verb,2,KOR,live,LIFE_DEATH,7
1579,생존하다,life,verb,2,KOR,live,LIFE_DEATH,5
1577,생활,life,verb,2,KOR,live,LIFE_DEATH,3
1614,서거,life,verb,2,KOR,die,LIFE_DEATH,4
1222,서술하다,communication,verb,2,KOR,say,SPEECH,9
1218,선언하다,communication,verb,2,KOR,say,SPEECH,5
1713,선행,temporal,other,2,KOR,before,TIME,6
2273,설명,logic,conjunction,2,KOR,because,LOGICAL_CONCEPTS,6
355,성분,relation,noun,2,KOR,part,RELATIONAL_SUBSTANTIVES,4
1292,성실,communication,verb,2,KOR,true,SPEECH,7
314,성질,relation,noun,2,KOR,kind,RELATIONAL_SUBSTANTIVES,5
1511,성질,existence,other,2,KOR,be something,LOCATION_EXISTENCE,5
360,세부,relation,noun,2,KOR,part,RELATIONAL_SUBSTANTIVES,9
651,소량,quantity,determiner,2,KOR,little few,QUANTIFIERS,2
1168,소리,cognition,verb,2,KOR,hear,MENTAL_PREDICATES,3
1004,소망,cognition,verb,2,KOR,want,MENTAL_PREDICATES,4
1616,소멸,life,verb,2,KOR,die,LIFE_DEATH,6
1541,소속,existence,other,2,KOR,be mine,LOCATION_EXISTENCE,3
1540,소유,existence,other,2,KOR,be mine,LOCATION_EXISTENCE,2
1543,소유권,existence,other,2,KOR,be mine,LOCATION_EXISTENCE,5
1174,소음,cognition,verb,2,KOR,hear,MENTAL_PREDICATES,9
1220,소통하다,communication,verb,2,KOR,say,SPEECH,7
823,소형,property,adjective,2,KOR,small,DESCRIPTORS,3
316,속,relation,noun,2,KOR,kind,RELATIONAL_SUBSTANTIVES,7
2106,속,spatial,other,2,KOR,inside,SPACE,4
1515,속성,existence,other,2,KOR,be something,LOCATION_EXISTENCE,9
2139,손대다,spatial,other,2,KOR,touch,SPACE,5
556,수개,quantity,determiner,2,KOR,some,QUANTIFIERS,6
624,수량,quantity,determiner,2,KOR,much many,QUANTIFIERS,7
1330,수행하다,action,verb,2,KOR,do,ACTIONS_EVENTS_MOVEMENT,3
888,숙고하다,cognition,verb,2,KOR,think,MENTAL_PREDICATES,7
1650,순간,temporal,other,2,KOR,when,TIME,8
1799,순간,temporal,other,2,KOR,a short time,TIME,2
1854,순간,temporal,other,2,KOR,moment,TIME,1
1802,순간적,temporal,other,2,KOR,a short time,TIME,5
1125,시각,cognition,verb,2,KOR,see,MENTAL_PREDICATES,2
1645,시각,temporal,other,2,KOR,when,TIME,3
1856,시각,temporal,other,2,KOR,moment,TIME,3
1644,시간,temporal,other,2,KOR,when,TIME,2
1651,시간적,temporal,other,2,KOR,when,TIME,9
1646,시기,temporal,other,2,KOR,when,TIME,4
1830,시기,temporal,other,2,KOR,for some time,TIME,6
1126,시력,cognition,verb,2,KOR,see,MENTAL_PREDICATES,3
1648,시점,temporal,other,2,KOR,when,TIME,6
273,신,entity,noun,2,KOR,body,SUBSTANTIVES,5
270,신체,entity,noun,2,KOR,body,SUBSTANTIVES,2
2111,실내,spatial,other,2,KOR,inside,SPACE,9
1333,실시하다,action,verb,2,KOR,do,ACTIONS_EVENTS_MOVEMENT,6
1479,실재,existence,other,2,KOR,there is,LOCATION_EXISTENCE,6
1288,실제,communication,verb,2,KOR,true,SPEECH,3
1480,실존,existence,other,2,KOR,there is,LOCATION_EXISTENCE,7
1512,실체,existence,other,2,KOR,be something,LOCATION_EXISTENCE,6
1331,실행하다,action,verb,2,KOR,do,ACTIONS_EVENTS_MOVEMENT,4
1041,싫다,cognition,verb,2,KOR,dont want,MENTAL_PREDICATES,3
521,쌍,quantity,determiner,2,KOR,two,QUANTIFIERS,3
528,쌍둥이,quantity,determiner,2,KOR,two,QUANTIFIERS,10
2169,아니다,logic,conjunction,2,KOR,not,LOGICAL_CONCEPTS,1
1979,아래,spatial,other,2,KOR,below,SPACE,1
1981,아래쪽,spatial,other,2,KOR,below,SPACE,3
1986,아랫부분,spatial,other,2,KOR,below,SPACE,8
2200,아마,logic,conjunction,2,KOR,maybe,LOGICAL_CONCEPTS,1
2205,아마도,logic,conjunction,2,KOR,maybe,LOGICAL_CONCEPTS,6
128,아무나,entity,noun,2,KOR,someone,SUBSTANTIVES,5
2335,아주,degree,adverb,2,KOR,very,INTENSIFIER_AUGMENTOR,2
749,악덕,evaluation,adjective,2,KOR,bad,EVALUATORS,9
746,악한,evaluation,adjective,2,KOR,bad,EVALUATORS,6
2103,안,spatial,other,2,KOR,inside,SPACE,1
2107,안쪽,spatial,other,2,KOR,inside,SPACE,5
948,알다,cognition,verb,2,KOR,know,MENTAL_PREDICATES,1
951,알아차리다,cognition,verb,2,KOR,know,MENTAL_PREDICATES,4
1712,앞서,temporal,other,2,KOR,before,TIME,5
552,약간,quantity,determiner,2,KOR,some,QUANTIFIERS,2
522,양,quantity,determiner,2,KOR,two,QUANTIFIERS,4
701,양호한,evaluation,adjective,2,KOR,good,EVALUATORS,7
1887,어디,spatial,other,2,KOR,where,SPACE,1
1444,어딘가에있다,existence,other,2,KOR,be somewhere,LOCATION_EXISTENCE,1
553,어떤,quantity,determiner,2,KOR,some,QUANTIFIERS,3
181,어떤것,entity,noun,2,KOR,something,SUBSTANTIVES,8
1256,어법,communication,verb,2,KOR,words,SPEECH,7
2201,어쩌면,logic,conjunction,2,KOR,maybe,LOGICAL_CONCEPTS,2
1252,어휘,communication,verb,2,KOR,words,SPEECH,3
1219,언급하다,communication,verb,2,KOR,say,SPEECH,6
1254,언어,communication,verb,2,KOR,words,SPEECH,5
1643,언제,temporal,other,2,KOR,when,TIME,1
1826,얼마간,temporal,other,2,KOR,for some time,TIME,2
791,엄청난,property,adjective,2,KOR,big,DESCRIPTORS,6
2174,없다,logic,conjunction,2,KOR,not,LOGICAL_CONCEPTS,6
1917,여기,spatial,other,2,KOR,here,SPACE,1
885,여기다,cognition,verb,2,KOR,think,MENTAL_PREDICATES,4
2373,여분,degree,adverb,2,KOR,more,INTENSIFIER_AUGMENTOR,6
1418,여행,action,verb,2,KOR,move,ACTIONS_EVENTS_MOVEMENT,10
2236,역량,logic,conjunction,2,KOR,can,LOGICAL_CONCEPTS,4
744,열등한,evaluation,adjective,2,KOR,bad,EVALUATORS,4
1774,영구,temporal,other,2,KOR,a long time,TIME,6
1894,영역,spatial,other,2,KOR,where,SPACE,8
2071,옆,spatial,other,2,KOR,side,SPACE,1
1715,예전,temporal,other,2,KOR,before,TIME,8
1714,옛날,temporal,other,2,KOR,before,TIME,7
1681,오늘날,temporal,other,2,KOR,now,TIME,6
1771,오래,temporal,other,2,KOR,a long time,TIME,3
1769,오랜시간,temporal,other,2,KOR,a long time,TIME,1
1775,오랫동안,temporal,other,2,KOR,a long time,TIME,7
704,올바른,evaluation,adjective,2,KOR,good,EVALUATORS,10
1291,올바른,communication,verb,2,KOR,true,SPEECH,6
1411,옮기다,action,verb,2,KOR,move,ACTIONS_EVENTS_MOVEMENT,3
1332,완수하다,action,verb,2,KOR,do,ACTIONS_EVENTS_MOVEMENT,5
588,완전한,quantity,determiner,2,KOR,all,QUANTIFIERS,5
828,왜소한,property,adjective,2,KOR,small,DESCRIPTORS,8
358,요소,relation,noun,2,KOR,part,RELATIONAL_SUBSTANTIVES,7
2016,요원한,spatial,other,2,KOR,far,SPACE,8
2276,요인,logic,conjunction,2,KOR,because,LOGICAL_CONCEPTS,9
1003,욕망,cognition,verb,2,KOR,want,MENTAL_PREDICATES,3
1253,용어,communication,verb,2,KOR,words,SPEECH,4
1258,용어,communication,verb,2,KOR,words,SPEECH,9
698,우수한,evaluation,adjective,2,KOR,good,EVALUATORS,4
1417,운동,action,verb,2,KOR,move,ACTIONS_EVENTS_MOVEMENT,9
1415,운송,action,verb,2,KOR,move,ACTIONS_EVENTS_MOVEMENT,7
1409,움직이다,action,verb,2,KOR,move,ACTIONS_EVENTS_MOVEMENT,1
2010,원거리,spatial,other,2,KOR,far,SPACE,2
2014,원격,spatial,other,2,KOR,far,SPACE,6
2012,원방,spatial,other,2,KOR,far,SPACE,4
2270,원인,logic,conjunction,2,KOR,because,LOGICAL_CONCEPTS,3
1001,원하다,cognition,verb,2,KOR,want,MENTAL_PREDICATES,1
1039,원하지않다,cognition,verb,2,KOR,dont want,MENTAL_PREDICATES,1
1948,위,spatial,other,2,KOR,above,SPACE,1
1950,위쪽,spatial,other,2,KOR,above,SPACE,3
1889,위치,spatial,other,2,KOR,where,SPACE,3
1445,위치하다,existence,other,2,KOR,be somewhere,LOCATION_EXISTENCE,2
1954,윗부분,spatial,other,2,KOR,above,SPACE,7
1582,유기체,life,verb,2,KOR,live,LIFE_DEATH,8
2408,유사성,comparison,other,2,KOR,like,SIMILARITY,6
2404,유사한,comparison,other,2,KOR,like,SIMILARITY,2
700,유익한,evaluation,adjective,2,KOR,good,EVALUATORS,6
489,유일,quantity,determiner,2,KOR,one,QUANTIFIERS,4
311,유형,relation,noun,2,KOR,kind,RELATIONAL_SUBSTANTIVES,2
271,육체,entity,noun,2,KOR,body,SUBSTANTIVES,3
1173,음성,cognition,verb,2,KOR,hear,MENTAL_PREDICATES,8
1175,음조,cognition,verb,2,KOR,hear,MENTAL_PREDICATES,10
1169,음향,cognition,verb,2,KOR,hear,MENTAL_PREDICATES,4
41,의식,entity,noun,2,KOR,i,SUBSTANTIVES,10
1083,의식,cognition,verb,2,KOR,feel,MENTAL_PREDICATES,6
1009,의욕,cognition,verb,2,KOR,want,MENTAL_PREDICATES,9
1008,의지,cognition,verb,2,KOR,want,MENTAL_PREDICATES,8
387,이,reference,determiner,2,KOR,this,DETERMINERS,1
520,이,quantity,determiner,2,KOR,two,QUANTIFIERS,2
388,이것,reference,determiner,2,KOR,this,DETERMINERS,2
1918,이곳,spatial,other,2,KOR,here,SPACE,2
1919,이곳,spatial,other,2,KOR,here,SPACE,3
1507,이다,existence,other,2,KOR,be something,LOCATION_EXISTENCE,1
1410,이동하다,action,verb,2,KOR,move,ACTIONS_EVENTS_MOVEMENT,2
389,이러한,reference,determiner,2,KOR,this,DETERMINERS,3
1682,이순간,temporal,other,2,KOR,now,TIME,7
1215,이야기하다,communication,verb,2,KOR,say,SPEECH,2
2046,이웃,spatial,other,2,KOR,near,SPACE,7
2269,이유,logic,conjunction,2,KOR,because,LOGICAL_CONCEPTS,2
1922,이자리,spatial,other,2,KOR,here,SPACE,6
1709,이전,temporal,other,2,KOR,before,TIME,2
525,이진,quantity,determiner,2,KOR,two,QUANTIFIERS,7
950,이해,cognition,verb,2,KOR,know,MENTAL_PREDICATES,3
1740,이후,temporal,other,2,KOR,after,TIME,2
955,익숙하다,cognition,verb,2,KOR,know,MENTAL_PREDICATES,8
127,인간,entity,noun,2,KOR,someone,SUBSTANTIVES,4
133,인격,entity,noun,2,KOR,someone,SUBSTANTIVES,10
2277,인과,logic,conjunction,2,KOR,because,LOGICAL_CONCEPTS,10
232,인류,entity,noun,2,KOR,people,SUBSTANTIVES,7
130,인물,entity,noun,2,KOR,someone,SUBSTANTIVES,7
